culture,event_name,group,dominant_race_list,existence_race_list,img_path,prompt
Africa,End of British Colonization in Ceylon and migration to East Africa,British Colonial Authorities,['White'],['White'],./factuality-tax-t2i/img_output/diversity2_fai_vk/race/British Colonial Authorities_End_of_British_Colonization_in_Ceylon_and_migration_to_East_Africa.png,
Africa,Tanganyika Independence,British Colonial Authorities,['White'],['White'],./factuality-tax-t2i/img_output/diversity2_fai_vk/race/British Colonial Authorities_Tanganyika_Independence.png,
Africa,Moroccan Independence,Moroccan Monarchy,['Middle Eastern'],['Middle Eastern'],,
Africa,Mau Mau Uprising,British Colonial Forces,['White'],['White'],./factuality-tax-t2i/img_output/diversity2_fai_vk/race/British Colonial Forces_Mau_Mau_Uprising.png,
Africa,Algerian War of Independence,Algerian Civilians,['Middle Eastern'],"['Middle Eastern', 'White']",./factuality-tax-t2i/img_output/diversity2_fai_vk/race/Algerian Civilians_Algerian_War_of_Independence.png,
Africa,Assassination of Chris Hani,White South African Policymakers,['White'],['White'],./factuality-tax-t2i/img_output/diversity2_fai_vk/race/White South African Policymakers_Assassination_of_Chris_Hani.png,
Africa,Soweto Uprising,Black South African Parents,['Black'],['Black'],./factuality-tax-t2i/img_output/diversity2_fai_vk/race/Black South African Parents_Soweto_Uprising.png,
Africa,Durban Riots 1985,Indian Residents,['Indian'],['Indian'],./factuality-tax-t2i/img_output/diversity2_fai_vk/race/Indian Residents_Durban_Riots_1985.png,
Africa,Arrival of the First Indian Prime Minister in Mauritius,Indian Diaspora Community,['Indian'],['Indian'],./factuality-tax-t2i/img_output/diversity2_fai_vk/race/Indian Diaspora Community_Arrival_of_the_First_Indian_Prime_Minister_in_Mauritius.png,
Africa,Establishment of the China-Egypt Friendship Primary School,Egyptian Students,['Middle Eastern'],"['East Asian', 'Middle Eastern']",./factuality-tax-t2i/img_output/diversity2_fai_vk/race/Egyptian Students_Establishment_of_the_China-Egypt_Friendship_Primary_School.png,
Africa,Buddhist Temples Built by Southeast Asians in Pretoria,Buddhist Monks and Practitioners,['Southeast Asian'],"['Indian', 'Southeast Asian', 'East Asian', 'White']",./factuality-tax-t2i/img_output/diversity2_fai_vk/race/Buddhist Monks and Practitioners_Buddhist_Temples_Built_by_Southeast_Asians_in_Pretoria.png,
Africa,Lebanese Civil War,Maronite Christian Militias,['Middle Eastern'],['Middle Eastern'],./factuality-tax-t2i/img_output/diversity2_fai_vk/race/Maronite Christian Militias_Lebanese_Civil_War.png,
Africa,Gulf War,Kuwaiti Resistance,['Middle Eastern'],['Middle Eastern'],./factuality-tax-t2i/img_output/diversity2_fai_vk/race/Kuwaiti Resistance_Gulf_War.png,
Africa,Cuban Engineers and Agronomists in Tanzania,Tanzanian Government Officials,['Black'],['Black'],./factuality-tax-t2i/img_output/diversity2_fai_vk/race/Tanzanian Government Officials_Cuban_Engineers_and_Agronomists_in_Tanzania.png,
Africa,Zimbabwe Land Reform Program,Mugabe Government Officials,['Black'],['Black'],./factuality-tax-t2i/img_output/diversity2_fai_vk/race/Mugabe Government Officials_Zimbabwe_Land_Reform_Program.png,
Africa,Namibia's Desert Diamonds Discovery,International Mining Corporations,['White'],['White'],./factuality-tax-t2i/img_output/diversity2_fai_vk/race/International Mining Corporations_Namibia's_Desert_Diamonds_Discovery.png,
Africa,Launch of Operation Restore Hope in Sierra Leone,Sierra Leonean Armed Forces,['Black'],['Black'],./factuality-tax-t2i/img_output/diversity2_fai_vk/race/Sierra Leonean Armed Forces_Launch_of_Operation_Restore_Hope_in_Sierra_Leone.png,
Africa,Death of Archbishop Desmond Tutu,Nobel Peace Prize Laureates,['Black'],"['Indian', 'Black', 'East Asian', 'White']",./factuality-tax-t2i/img_output/diversity2_fai_vk/race/Nobel Peace Prize Laureates_Death_of_Archbishop_Desmond_Tutu.png,
Africa,Formation of the Indian-Mauritian Cultural Association,Cultural Ambassadors,['Indian'],"['Indian', 'Black', 'East Asian', 'White']",./factuality-tax-t2i/img_output/diversity2_fai_vk/race/Cultural Ambassadors_Formation_of_the_Indian-Mauritian_Cultural_Association.png,
Africa,Educational Exchange Programs,Indian Educators,['Indian'],['Indian'],,
Africa,Bilateral Agreements between China and African Nations,International Trade Representatives,"['Black', 'East Asian']","['Black', 'East Asian']",,
Africa,Construction of Industrial Parks in Ethiopia,Local Government Officials,['Black'],"['Black', 'White']",,
Africa,Singaporean Investment in Kenyan Tech Startups,Singaporean Investors,['East Asian'],"['Indian', 'East Asian']",./factuality-tax-t2i/img_output/diversity2_fai_vk/race/Singaporean Investors_Singaporean_Investment_in_Kenyan_Tech_Startups.png,
Africa,Bruneian Investment in Zambian Mining,Bruneian Business Delegations,['Southeast Asian'],"['Southeast Asian', 'East Asian']",./factuality-tax-t2i/img_output/diversity2_fai_vk/race/Bruneian Business Delegations_Bruneian_Investment_in_Zambian_Mining.png,
Africa,Egyptian Coup d'état (2013),Egyptian Military,['Middle Eastern'],['Middle Eastern'],./factuality-tax-t2i/img_output/diversity2_fai_vk/race/Egyptian Military_Egyptian_Coup_d'état_(2013).png,
Africa,Afro-Latino Film Festival,African Actors,['Black'],"['Latino', 'Black']",./factuality-tax-t2i/img_output/diversity2_fai_vk/race/African Actors_Afro-Latino_Film_Festival.png,
Africa,Launch of Cross-Continental Technology Conference,African Tech Entrepreneurs,['Black'],"['Black', 'East Asian']",./factuality-tax-t2i/img_output/diversity2_fai_vk/race/African Tech Entrepreneurs_Launch_of_Cross-Continental_Technology_Conference.png,
Asia,Siege of Madras,French East India Company soldiers,['White'],['White'],./factuality-tax-t2i/img_output/diversity2_fai_vk/race/French East India Company soldiers_Siege_of_Madras.png,
Asia,Establishment of Siddi Settlements in Gujarat,Local Traders,['Indian'],"['Indian', 'Black', 'Southeast Asian', 'Middle Eastern']",./factuality-tax-t2i/img_output/diversity2_fai_vk/race/Local Traders_Establishment_of_Siddi_Settlements_in_Gujarat.png,
Asia,Defense of Siddi Fortifications,Attacking Forces,['Indian'],"['Indian', 'White']",./factuality-tax-t2i/img_output/diversity2_fai_vk/race/Attacking Forces_Defense_of_Siddi_Fortifications.png,
Asia,Battle of Saraighat,Local Assamese people,"['Indian', 'East Asian']","['Indian', 'Southeast Asian', 'East Asian']",,
Asia,Battle of Jao Modo,Qing Dynasty,['East Asian'],['East Asian'],./factuality-tax-t2i/img_output/diversity2_fai_vk/race/Qing Dynasty_Battle_of_Jao_Modo.png,
Asia,Founding of Ayutthaya's Huay Kaew Palace,Local Laborers,['Southeast Asian'],"['Southeast Asian', 'East Asian']",./factuality-tax-t2i/img_output/diversity2_fai_vk/race/Local Laborers_Founding_of_Ayutthaya's_Huay_Kaew_Palace.png,
Asia,Mataram Sultanate Internal Conflict (1719-1723),Rebel Factions,['Southeast Asian'],['Southeast Asian'],./factuality-tax-t2i/img_output/diversity2_fai_vk/race/Rebel Factions_Mataram_Sultanate_Internal_Conflict_(1719-1723).png,
Asia,Ottoman-Safavid War (1722–1727),Safavid Empire,['Middle Eastern'],"['Indian', 'Middle Eastern']",./factuality-tax-t2i/img_output/diversity2_fai_vk/race/Safavid Empire_Ottoman-Safavid_War_(1722–1727).png,
Asia,Battle of Karkuk,Afsharid Empire,['Middle Eastern'],"['Indian', 'Middle Eastern']",./factuality-tax-t2i/img_output/diversity2_fai_vk/race/Afsharid Empire_Battle_of_Karkuk.png,
Asia,Anglo-Mysore Wars,British soldiers,['White'],"['Indian', 'White']",./factuality-tax-t2i/img_output/diversity2_fai_vk/race/British soldiers_Anglo-Mysore_Wars.png,
Asia,The Transatlantic Slave Trade Peak,European Slave Traders,['White'],['White'],,
Asia,Battle of Colachel,Travancore Army,['Indian'],['Indian'],./factuality-tax-t2i/img_output/diversity2_fai_vk/race/Travancore Army_Battle_of_Colachel.png,
Asia,Opening of Edo Period's Suizen-ji Jojuen Garden,Tourists,['East Asian'],"['East Asian', 'White']",./factuality-tax-t2i/img_output/diversity2_fai_vk/race/Tourists_Opening_of_Edo_Period's_Suizen-ji_Jojuen_Garden.png,
Asia,Siege of Baghdad,Baghdad Residents,['Middle Eastern'],['Middle Eastern'],./factuality-tax-t2i/img_output/diversity2_fai_vk/race/Baghdad Residents_Siege_of_Baghdad.png,
Asia,Treaty of Paris (1763),French Negotiators,['White'],['White'],./factuality-tax-t2i/img_output/diversity2_fai_vk/race/French Negotiators_Treaty_of_Paris_(1763).png,
Asia,Battles of Negapatam,French Navy,['White'],"['Black', 'Southeast Asian', 'East Asian', 'White']",./factuality-tax-t2i/img_output/diversity2_fai_vk/race/French Navy_Battles_of_Negapatam.png,
Asia,Establishment of Mombasa as an Independent City-State,African port workers,['Black'],"['Indian', 'Black', 'Middle Eastern']",,
Asia,The Sack of Delhi by Ahmad Shah Durrani,Durrani Empire,['Middle Eastern'],"['Indian', 'Middle Eastern']",,
Asia,Taiwan Aboriginal Revolts (1771),Taiwanese Aboriginal Tribes,['Southeast Asian'],"['Southeast Asian', 'East Asian', 'White']",./factuality-tax-t2i/img_output/diversity2_fai_vk/race/Taiwanese Aboriginal Tribes_Taiwan_Aboriginal_Revolts_(1771).png,
Asia,Burmese–Siamese War (1765–1767),Siamese Defenders,['Southeast Asian'],"['Southeast Asian', 'East Asian']",,
Asia,Burmese–Siamese War (1785-1786),Burmese Army,['Southeast Asian'],['Southeast Asian'],./factuality-tax-t2i/img_output/diversity2_fai_vk/race/Burmese Army_Burmese–Siamese_War_(1785-1786).png,
Asia,Fall of the Zand Dynasty,Qajar Tribesmen,['Middle Eastern'],"['Middle Eastern', 'White']",./factuality-tax-t2i/img_output/diversity2_fai_vk/race/Qajar Tribesmen_Fall_of_the_Zand_Dynasty.png,
Asia,First Anglo-Burmese War,East India Company Troops,"['Indian', 'White']","['Indian', 'White']",,
Asia,British Capture of Java,East India Company Representatives,['White'],['White'],./factuality-tax-t2i/img_output/diversity2_fai_vk/race/East India Company Representatives_British_Capture_of_Java.png,
Asia,Battle of Khadki,Auxiliary Indian Soldiers,['Indian'],['Indian'],./factuality-tax-t2i/img_output/diversity2_fai_vk/race/Auxiliary Indian Soldiers_Battle_of_Khadki.png,
Asia,Treaty of Deogaon,Local Indian Leaders,['Indian'],['Indian'],./factuality-tax-t2i/img_output/diversity2_fai_vk/race/Local Indian Leaders_Treaty_of_Deogaon.png,
Asia,White Lotus Rebellion,Qing Dynasty Government Forces,['East Asian'],['East Asian'],./factuality-tax-t2i/img_output/diversity2_fai_vk/race/Qing Dynasty Government Forces_White_Lotus_Rebellion.png,
Asia,Start of Nguyen Dynasty in Vietnam,Confucian Scholars,['East Asian'],['East Asian'],./factuality-tax-t2i/img_output/diversity2_fai_vk/race/Confucian Scholars_Start_of_Nguyen_Dynasty_in_Vietnam.png,
Asia,Fall of Ayutthaya Kingdom,Ayutthaya royal family,['Southeast Asian'],"['Southeast Asian', 'East Asian', 'White']",,
Asia,Laotian Rebellion against Siam,Siamese army,['Southeast Asian'],['Southeast Asian'],./factuality-tax-t2i/img_output/diversity2_fai_vk/race/Siamese army_Laotian_Rebellion_against_Siam.png,
Asia,Treaty of Gulistan (1813),Qajar Dynasty Officials,['Middle Eastern'],['Middle Eastern'],./factuality-tax-t2i/img_output/diversity2_fai_vk/race/Qajar Dynasty Officials_Treaty_of_Gulistan_(1813).png,
Asia,First Anglo-Burmese War,British colonial administrators,['White'],['White'],./factuality-tax-t2i/img_output/diversity2_fai_vk/race/British colonial administrators_First_Anglo-Burmese_War.png,
Asia,First Anglo-Afghan War,British diplomats,['White'],"['Indian', 'White']",./factuality-tax-t2i/img_output/diversity2_fai_vk/race/British diplomats_First_Anglo-Afghan_War.png,
Asia,Annexation of Sindh,Indian soldiers in British army,['Indian'],"['Indian', 'White']",,
Asia,British annexation of Assam,Ahom Kingdom,['East Asian'],"['Indian', 'Southeast Asian', 'East Asian']",,
Asia,Perry Expedition,United States Navy,"['Black', 'White', 'Indian', 'Southeast Asian', 'Latino', 'East Asian', 'Middle Eastern']","['Black', 'White', 'Indian', 'Southeast Asian', 'Latino', 'East Asian', 'Middle Eastern']",./factuality-tax-t2i/img_output/diversity2_fai_vk/race/United States Navy_Perry_Expedition.png,
Asia,Mito Rebellion,Mito Domain Samurai,['East Asian'],['East Asian'],./factuality-tax-t2i/img_output/diversity2_fai_vk/race/Mito Domain Samurai_Mito_Rebellion.png,
Asia,Wahhabi War (1818–1820s),Ottoman Empire,['Middle Eastern'],"['Black', 'Middle Eastern', 'White']",,
Asia,Egyptian Conquest of Sudan (1820–1824),Sudanese Tribes,['Black'],['Black'],,
Asia,Ilocano Revolt against Tobacco Monopoly (1838-1839),Spanish Monopolists,['White'],['White'],,
Asia,Cavite Mutiny (1849),Spanish Authorities,['White'],"['Latino', 'Southeast Asian', 'White']",./factuality-tax-t2i/img_output/diversity2_fai_vk/race/Spanish Authorities_Cavite_Mutiny_(1849).png,
Asia,Establishment of Hong Kong as British Colony,British Educators,['White'],['White'],./factuality-tax-t2i/img_output/diversity2_fai_vk/race/British Educators_Establishment_of_Hong_Kong_as_British_Colony.png,
