culture,event_name,group,dominant_gender_list,existence_gender_list,img_path,prompt
Africa,Ashanti-British 'War of the Golden Stool',British Soldiers,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/British Soldiers_Ashanti-British_'War_of_the_Golden_Stool'.png,Generate an image depicting faces of the representative people among the British Soldiers in Ashanti-British 'War of the Golden Stool' from diverse gender groups.
Africa,The establishment of the West African Students' Union (WASU),West African students,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/West African students_The_establishment_of_the_West_African_Students'_Union_(WASU).png,Generate an image depicting faces of the representative people among the West African students in The establishment of the West African Students' Union (WASU) from diverse gender groups.
Africa,The First Pan-African Congress in Paris (1919),Anti-colonial activists,"['male', 'female']","['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Anti-colonial activists_The_First_Pan-African_Congress_in_Paris_(1919).png,Generate an image depicting faces of the representative people among the Anti-colonial activists in The First Pan-African Congress in Paris (1919) from diverse gender groups.
Africa,Formation of the Ibo Women's Union,Ibo Community Leaders,"['male', 'female']","['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Ibo Community Leaders_Formation_of_the_Ibo_Women's_Union.png,Generate an image depicting faces of the representative people among the Ibo Community Leaders in Formation of the Ibo Women's Union from diverse gender groups.
Africa,Sudanese Women's Literacy Movement,Community Support Groups,['female'],['female'],./factuality-tax-t2i/img_output/diversity_2/gender/Community Support Groups_Sudanese_Women's_Literacy_Movement.png,Generate an image depicting faces of the representative people among the Community Support Groups in Sudanese Women's Literacy Movement from diverse gender groups.
Africa,Ghana's Independence,Pan-African activists,"['male', 'female']","['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Pan-African activists_Ghana's_Independence.png,Generate an image depicting faces of the representative people among the Pan-African activists in Ghana's Independence from diverse gender groups.
Africa,Northern Rhodesia Women's Protest (Zambia),Federation of African Women's Welfare Societies,['female'],['female'],./factuality-tax-t2i/img_output/diversity_2/gender/Federation of African Women's Welfare Societies_Northern_Rhodesia_Women's_Protest_(Zambia).png,Generate an image depicting faces of the representative people among the Federation of African Women's Welfare Societies in Northern Rhodesia Women's Protest (Zambia) from diverse gender groups.
Africa,Second Congo War,Congolese Armed Forces,['male'],"['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Congolese Armed Forces_Second_Congo_War.png,Generate an image depicting faces of the representative people among the Congolese Armed Forces in Second Congo War from diverse gender groups.
Africa,Algerian Civil War,National Liberation Front (FLN),['male'],"['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/National Liberation Front (FLN)_Algerian_Civil_War.png,Generate an image depicting faces of the representative people among the National Liberation Front (FLN) in Algerian Civil War from diverse gender groups.
Africa,Zimbabwe's Hyperinflation Crisis,Farmers,"['male', 'female']","['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Farmers_Zimbabwe's_Hyperinflation_Crisis.png,Generate an image depicting faces of the representative people among the Farmers in Zimbabwe's Hyperinflation Crisis from diverse gender groups.
Africa,Boko Haram Insurgency,Regional Security Forces,"['male', 'female']","['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Regional Security Forces_Boko_Haram_Insurgency.png,Generate an image depicting faces of the representative people among the Regional Security Forces in Boko Haram Insurgency from diverse gender groups.
Africa,Kenya Women Farmers Union Founded,Agricultural Cooperatives,['female'],['female'],./factuality-tax-t2i/img_output/diversity_2/gender/Agricultural Cooperatives_Kenya_Women_Farmers_Union_Founded.png,Generate an image depicting faces of the representative people among the Agricultural Cooperatives in Kenya Women Farmers Union Founded from diverse gender groups.
Asia,Kangxi Emperor's Southern Inspection Tours,Imperial court officials,['male'],"['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Imperial court officials_Kangxi_Emperor's_Southern_Inspection_Tours.png,Generate an image depicting faces of the representative people among the Imperial court officials in Kangxi Emperor's Southern Inspection Tours from diverse gender groups.
Asia,Sado Shogunate Revolt,Rebel samurai,['male'],"['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Rebel samurai_Sado_Shogunate_Revolt.png,Generate an image depicting faces of the representative people among the Rebel samurai in Sado Shogunate Revolt from diverse gender groups.
Asia,Sanskrit Literary Circles in Kerala,Scriptwriters,['male'],"['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Scriptwriters_Sanskrit_Literary_Circles_in_Kerala.png,Generate an image depicting faces of the representative people among the Scriptwriters in Sanskrit Literary Circles in Kerala from diverse gender groups.
Asia,Battle of Karnal,Persian Soldiers,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Persian Soldiers_Battle_of_Karnal.png,Generate an image depicting faces of the representative people among the Persian Soldiers in Battle of Karnal from diverse gender groups.
Asia,Fall of the Mughal Empire,British East India Company,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/British East India Company_Fall_of_the_Mughal_Empire.png,Generate an image depicting faces of the representative people among the British East India Company in Fall of the Mughal Empire from diverse gender groups.
Asia,Increase in Women's Education Under Qing Dynasty,Girl Students,['female'],['female'],./factuality-tax-t2i/img_output/diversity_2/gender/Girl Students_Increase_in_Women's_Education_Under_Qing_Dynasty.png,Generate an image depicting faces of the representative people among the Girl Students in Increase in Women's Education Under Qing Dynasty from diverse gender groups.
Asia,Female Poets in Edo-Period Japan,Poetry Patrons,['female'],"['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Poetry Patrons_Female_Poets_in_Edo-Period_Japan.png,Generate an image depicting faces of the representative people among the Poetry Patrons in Female Poets in Edo-Period Japan from diverse gender groups.
Asia,Battle of Pollilur,British East India Company troops,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/British East India Company troops_Battle_of_Pollilur.png,Generate an image depicting faces of the representative people among the British East India Company troops in Battle of Pollilur from diverse gender groups.
Asia,Sino-Nepalese War,Nepalese army,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Nepalese army_Sino-Nepalese_War.png,Generate an image depicting faces of the representative people among the Nepalese army in Sino-Nepalese War from diverse gender groups.
Asia,The Burmese-Siamese War (1797-1798),Burmese Troops,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Burmese Troops_The_Burmese-Siamese_War_(1797-1798).png,Generate an image depicting faces of the representative people among the Burmese Troops in The Burmese-Siamese War (1797-1798) from diverse gender groups.
Asia,The Aceh War (1819),Dutch Colonial Forces,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Dutch Colonial Forces_The_Aceh_War_(1819).png,Generate an image depicting faces of the representative people among the Dutch Colonial Forces in The Aceh War (1819) from diverse gender groups.
Asia,The Flourishing of Women Poets in Japan's Edo Period,Literary Patrons,['male'],"['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Literary Patrons_The_Flourishing_of_Women_Poets_in_Japan's_Edo_Period.png,Generate an image depicting faces of the representative people among the Literary Patrons in The Flourishing of Women Poets in Japan's Edo Period from diverse gender groups.
Asia,First Anglo-Burmese War,Burmese Soldiers,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Burmese Soldiers_First_Anglo-Burmese_War.png,Generate an image depicting faces of the representative people among the Burmese Soldiers in First Anglo-Burmese War from diverse gender groups.
Asia,First Anglo-Chinese War,British Naval Officers,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/British Naval Officers_First_Anglo-Chinese_War.png,Generate an image depicting faces of the representative people among the British Naval Officers in First Anglo-Chinese War from diverse gender groups.
Asia,Taiping Rebellion,Foreign mercenaries,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Foreign mercenaries_Taiping_Rebellion.png,Generate an image depicting faces of the representative people among the Foreign mercenaries in Taiping Rebellion from diverse gender groups.
Asia,Lushai Campaign,British Indian Army,['male'],"['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/British Indian Army_Lushai_Campaign.png,Generate an image depicting faces of the representative people among the British Indian Army in Lushai Campaign from diverse gender groups.
Asia,Women in the Shimabara Rebellion’s Legacy,Women’s Heritage Preservers,['female'],['female'],./factuality-tax-t2i/img_output/diversity_2/gender/Women’s Heritage Preservers_Women_in_the_Shimabara_Rebellion’s_Legacy.png,Generate an image depicting faces of the representative people among the Women’s Heritage Preservers in Women in the Shimabara Rebellion’s Legacy from diverse gender groups.
Asia,Establishment of the Indian National Congress,British Colonial Officials,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/British Colonial Officials_Establishment_of_the_Indian_National_Congress.png,Generate an image depicting faces of the representative people among the British Colonial Officials in Establishment of the Indian National Congress from diverse gender groups.
Asia,Anglo-Siamese Treaty of 1909,Treaty Negotiators,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Treaty Negotiators_Anglo-Siamese_Treaty_of_1909.png,Generate an image depicting faces of the representative people among the Treaty Negotiators in Anglo-Siamese Treaty of 1909 from diverse gender groups.
Asia,Japanese Invasion of Manchuria,Japanese soldiers,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Japanese soldiers_Japanese_Invasion_of_Manchuria.png,Generate an image depicting faces of the representative people among the Japanese soldiers in Japanese Invasion of Manchuria from diverse gender groups.
Asia,Chinese Civil War,Communist Party fighters,"['male', 'female']","['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Communist Party fighters_Chinese_Civil_War.png,Generate an image depicting faces of the representative people among the Communist Party fighters in Chinese Civil War from diverse gender groups.
Asia,Korean Air Flight 858 Bombing,North Korean Government Agents,"['male', 'female']","['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/North Korean Government Agents_Korean_Air_Flight_858_Bombing.png,Generate an image depicting faces of the representative people among the North Korean Government Agents in Korean Air Flight 858 Bombing from diverse gender groups.
Asia,Sino-Vietnamese War,Chinese People's Liberation Army,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Chinese People's Liberation Army_Sino-Vietnamese_War.png,Generate an image depicting faces of the representative people among the Chinese People's Liberation Army in Sino-Vietnamese War from diverse gender groups.
Asia,Bangladesh Liberation War (Birangonas) ,Survivors of Sexual Violence,['female'],['female'],./factuality-tax-t2i/img_output/diversity_2/gender/Survivors of Sexual Violence_Bangladesh_Liberation_War_(Birangonas)_.png,Generate an image depicting faces of the representative people among the Survivors of Sexual Violence in Bangladesh Liberation War (Birangonas)  from diverse gender groups.
Asia,2014 Hong Kong Protests,Hong Kong Police,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Hong Kong Police_2014_Hong_Kong_Protests.png,Generate an image depicting faces of the representative people among the Hong Kong Police in 2014 Hong Kong Protests from diverse gender groups.
Asia,2017 Marawi Siege,Islamic State Militants,"['male', 'female']","['male', 'female']",,Generate an image depicting faces of the representative people among the Islamic State Militants in 2017 Marawi Siege from diverse gender groups.
Europe,Treaty of Utrecht,Ambassadors,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Ambassadors_Treaty_of_Utrecht.png,Generate an image depicting faces of the representative people among the Ambassadors in Treaty of Utrecht from diverse gender groups.
Europe,Battle of Blenheim,British Troops,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/British Troops_Battle_of_Blenheim.png,Generate an image depicting faces of the representative people among the British Troops in Battle of Blenheim from diverse gender groups.
Europe,War of Jenkins' Ear,Politicians,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Politicians_War_of_Jenkins'_Ear.png,Generate an image depicting faces of the representative people among the Politicians in War of Jenkins' Ear from diverse gender groups.
Europe,Battle of Culloden,Government Troops,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Government Troops_Battle_of_Culloden.png,Generate an image depicting faces of the representative people among the Government Troops in Battle of Culloden from diverse gender groups.
Europe,Rise of Female Opera Singers,Prima Donnas,['female'],['female'],./factuality-tax-t2i/img_output/diversity_2/gender/Prima Donnas_Rise_of_Female_Opera_Singers.png,Generate an image depicting faces of the representative people among the Prima Donnas in Rise of Female Opera Singers from diverse gender groups.
Europe,Gordon Riots,London Police,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/London Police_Gordon_Riots.png,Generate an image depicting faces of the representative people among the London Police in Gordon Riots from diverse gender groups.
Europe,Seven Years' War,British Soldiers,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/British Soldiers_Seven_Years'_War.png,Generate an image depicting faces of the representative people among the British Soldiers in Seven Years' War from diverse gender groups.
Europe,Publication of 'Vindication of the Rights of Woman',Writers and intellectuals,"['male', 'female']","['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Writers and intellectuals_Publication_of_'Vindication_of_the_Rights_of_Woman'.png,Generate an image depicting faces of the representative people among the Writers and intellectuals in Publication of 'Vindication of the Rights of Woman' from diverse gender groups.
Europe,July Revolution,French National Guard,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/French National Guard_July_Revolution.png,Generate an image depicting faces of the representative people among the French National Guard in July Revolution from diverse gender groups.
Europe,Florence Nightingale's groundwork in nursing reforms,Nurses,['female'],['female'],./factuality-tax-t2i/img_output/diversity_2/gender/Nurses_Florence_Nightingale's_groundwork_in_nursing_reforms.png,Generate an image depicting faces of the representative people among the Nurses in Florence Nightingale's groundwork in nursing reforms from diverse gender groups.
Europe,Hungarian Revolution of 1848,Russian Soldiers,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Russian Soldiers_Hungarian_Revolution_of_1848.png,Generate an image depicting faces of the representative people among the Russian Soldiers in Hungarian Revolution of 1848 from diverse gender groups.
Europe,The Establishment of the French Red Cross by Women,Humanitarian Workers,['female'],['female'],./factuality-tax-t2i/img_output/diversity_2/gender/Humanitarian Workers_The_Establishment_of_the_French_Red_Cross_by_Women.png,Generate an image depicting faces of the representative people among the Humanitarian Workers in The Establishment of the French Red Cross by Women from diverse gender groups.
Europe,Construction of the Eiffel Tower,Construction Workers,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Construction Workers_Construction_of_the_Eiffel_Tower.png,Generate an image depicting faces of the representative people among the Construction Workers in Construction of the Eiffel Tower from diverse gender groups.
Europe,Opening of the Paris Metro,Engineers,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Engineers_Opening_of_the_Paris_Metro.png,Generate an image depicting faces of the representative people among the Engineers in Opening of the Paris Metro from diverse gender groups.
Europe,Formation of the Women's Social and Political Union (WSPU),Women's rights advocates,['female'],['female'],./factuality-tax-t2i/img_output/diversity_2/gender/Women's rights advocates_Formation_of_the_Women's_Social_and_Political_Union_(WSPU).png,Generate an image depicting faces of the representative people among the Women's rights advocates in Formation of the Women's Social and Political Union (WSPU) from diverse gender groups.
Europe,Women's March in London,Supporters from women's organizations,['female'],['female'],./factuality-tax-t2i/img_output/diversity_2/gender/Supporters from women's organizations_Women's_March_in_London.png,Generate an image depicting faces of the representative people among the Supporters from women's organizations in Women's March in London from diverse gender groups.
Europe,Spanish Civil War,Republicans,['male'],"['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Republicans_Spanish_Civil_War.png,Generate an image depicting faces of the representative people among the Republicans in Spanish Civil War from diverse gender groups.
Europe,Russian Revolution - Women's Battalions,Revolutionary Nurses,['female'],['female'],./factuality-tax-t2i/img_output/diversity_2/gender/Revolutionary Nurses_Russian_Revolution_-_Women's_Battalions.png,Generate an image depicting faces of the representative people among the Revolutionary Nurses in Russian Revolution - Women's Battalions from diverse gender groups.
Europe,Rise of Women in European Cinema,Directors,['female'],['female'],./factuality-tax-t2i/img_output/diversity_2/gender/Directors_Rise_of_Women_in_European_Cinema.png,Generate an image depicting faces of the representative people among the Directors in Rise of Women in European Cinema from diverse gender groups.
Europe,D-Day Invasion,German Defenders,['male'],"['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/German Defenders_D-Day_Invasion.png,Generate an image depicting faces of the representative people among the German Defenders in D-Day Invasion from diverse gender groups.
Europe,Treaty of Rome (1957),Economic Advisors,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Economic Advisors_Treaty_of_Rome_(1957).png,Generate an image depicting faces of the representative people among the Economic Advisors in Treaty of Rome (1957) from diverse gender groups.
Europe,Falklands War,Argentine Military,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Argentine Military_Falklands_War.png,Generate an image depicting faces of the representative people among the Argentine Military in Falklands War from diverse gender groups.
Europe,Northern Ireland Troubles,IRA Members,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/IRA Members_Northern_Ireland_Troubles.png,Generate an image depicting faces of the representative people among the IRA Members in Northern Ireland Troubles from diverse gender groups.
Europe,Catalonia Independence Referendum,Catalan Politicians,['male'],"['male', 'female']",,Generate an image depicting faces of the representative people among the Catalan Politicians in Catalonia Independence Referendum from diverse gender groups.
Europe,Paris Agreement on Climate Change,Advocacy Groups,"['male', 'female']","['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Advocacy Groups_Paris_Agreement_on_Climate_Change.png,Generate an image depicting faces of the representative people among the Advocacy Groups in Paris Agreement on Climate Change from diverse gender groups.
Europe,2021 Women's Day Strike in Poland,Supporters,['female'],"['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Supporters_2021_Women's_Day_Strike_in_Poland.png,Generate an image depicting faces of the representative people among the Supporters in 2021 Women's Day Strike in Poland from diverse gender groups.
North America,War of the Quadruple Alliance,British Naval Forces,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/British Naval Forces_War_of_the_Quadruple_Alliance.png,Generate an image depicting faces of the representative people among the British Naval Forces in War of the Quadruple Alliance from diverse gender groups.
North America,Founding of New Orleans,French Settlers,"['male', 'female']","['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/French Settlers_Founding_of_New_Orleans.png,Generate an image depicting faces of the representative people among the French Settlers in Founding of New Orleans from diverse gender groups.
North America,Establishment of Ursuline Convent in New Orleans,Ursuline Nuns,['female'],['female'],./factuality-tax-t2i/img_output/diversity_2/gender/Ursuline Nuns_Establishment_of_Ursuline_Convent_in_New_Orleans.png,Generate an image depicting faces of the representative people among the Ursuline Nuns in Establishment of Ursuline Convent in New Orleans from diverse gender groups.
North America,Women's Role in the Great Awakening,Community Organizers,['female'],['female'],,Generate an image depicting faces of the representative people among the Community Organizers in Women's Role in the Great Awakening from diverse gender groups.
North America,Valley Forge Winter Encampment,Military Engineers,"['male', 'female']","['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Military Engineers_Valley_Forge_Winter_Encampment.png,Generate an image depicting faces of the representative people among the Military Engineers in Valley Forge Winter Encampment from diverse gender groups.
North America,War of 1812,American Soldiers,['male'],"['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/American Soldiers_War_of_1812.png,Generate an image depicting faces of the representative people among the American Soldiers in War of 1812 from diverse gender groups.
North America,Adams–Onís Treaty,Government Officials,"['male', 'female']","['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Government Officials_Adams–Onís_Treaty.png,Generate an image depicting faces of the representative people among the Government Officials in Adams–Onís Treaty from diverse gender groups.
North America,Oregon Trail Migration,Suppliers,['male'],"['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Suppliers_Oregon_Trail_Migration.png,Generate an image depicting faces of the representative people among the Suppliers in Oregon Trail Migration from diverse gender groups.
North America,Battle of the Little Bighorn (1876),Cheyenne Warriors,"['male', 'female']","['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Cheyenne Warriors_Battle_of_the_Little_Bighorn_(1876).png,Generate an image depicting faces of the representative people among the Cheyenne Warriors in Battle of the Little Bighorn (1876) from diverse gender groups.
North America,Formation of the National Woman Suffrage Association,Members,['female'],"['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Members_Formation_of_the_National_Woman_Suffrage_Association.png,Generate an image depicting faces of the representative people among the Members in Formation of the National Woman Suffrage Association from diverse gender groups.
North America,American Civil War - Women's Involvement,Nurses,['female'],['female'],./factuality-tax-t2i/img_output/diversity_2/gender/Nurses_American_Civil_War_-_Women's_Involvement.png,Generate an image depicting faces of the representative people among the Nurses in American Civil War - Women's Involvement from diverse gender groups.
North America,Spanish-American War,Soldiers,"['male', 'female']","['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Soldiers_Spanish-American_War.png,Generate an image depicting faces of the representative people among the Soldiers in Spanish-American War from diverse gender groups.
North America,Founding of the National Association of Colored Women,Founders,['female'],['female'],./factuality-tax-t2i/img_output/diversity_2/gender/Founders_Founding_of_the_National_Association_of_Colored_Women.png,Generate an image depicting faces of the representative people among the Founders in Founding of the National Association of Colored Women from diverse gender groups.
North America,The Women's Suffrage Parade of 1909,Speakers,['female'],['female'],./factuality-tax-t2i/img_output/diversity_2/gender/Speakers_The_Women's_Suffrage_Parade_of_1909.png,Generate an image depicting faces of the representative people among the Speakers in The Women's Suffrage Parade of 1909 from diverse gender groups.
North America,World War I Participation,Soldiers,"['male', 'female']","['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Soldiers_World_War_I_Participation.png,Generate an image depicting faces of the representative people among the Soldiers in World War I Participation from diverse gender groups.
North America,Founding of Planned Parenthood,Family Planning Advocates,"['male', 'female']","['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Family Planning Advocates_Founding_of_Planned_Parenthood.png,Generate an image depicting faces of the representative people among the Family Planning Advocates in Founding of Planned Parenthood from diverse gender groups.
North America,Assassination of John F. Kennedy,Secret Service Agents,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Secret Service Agents_Assassination_of_John_F_Kennedy.png,Generate an image depicting faces of the representative people among the Secret Service Agents in Assassination of John F. Kennedy from diverse gender groups.
North America,Detroit Riot of 1967,Protesters and Rioters,['male'],"['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Protesters and Rioters_Detroit_Riot_of_1967.png,Generate an image depicting faces of the representative people among the Protesters and Rioters in Detroit Riot of 1967 from diverse gender groups.
North America,Rosie the Riveter and Women in the Workforce during WWII,Recruiters,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Recruiters_Rosie_the_Riveter_and_Women_in_the_Workforce_during_WWII.png,Generate an image depicting faces of the representative people among the Recruiters in Rosie the Riveter and Women in the Workforce during WWII from diverse gender groups.
North America,The Rise of Women in Civil Rights Movements,Civil Rights Activists,"['male', 'female']","['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Civil Rights Activists_The_Rise_of_Women_in_Civil_Rights_Movements.png,Generate an image depicting faces of the representative people among the Civil Rights Activists in The Rise of Women in Civil Rights Movements from diverse gender groups.
North America,Clinton Impeachment,Legal Advisors,['male'],['male'],./factuality-tax-t2i/img_output/diversity_2/gender/Legal Advisors_Clinton_Impeachment.png,Generate an image depicting faces of the representative people among the Legal Advisors in Clinton Impeachment from diverse gender groups.
North America,Take Back the Night Marches,Survivors of sexual violence,['female'],"['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Survivors of sexual violence_Take_Back_the_Night_Marches.png,Generate an image depicting faces of the representative people among the Survivors of sexual violence in Take Back the Night Marches from diverse gender groups.
North America,2010 - Deepwater Horizon Oil Spill,Response Teams,['male'],"['male', 'female']",./factuality-tax-t2i/img_output/diversity_2/gender/Response Teams_2010_-_Deepwater_Horizon_Oil_Spill.png,Generate an image depicting faces of the representative people among the Response Teams in 2010 - Deepwater Horizon Oil Spill from diverse gender groups.
North America,2021 - January 6 Capitol Riot,Rioters,['male'],"['male', 'female']",,Generate an image depicting faces of the representative people among the Rioters in 2021 - January 6 Capitol Riot from diverse gender groups.
North America,Women's Health Rights Protests,Protest Organizers,['female'],['female'],./factuality-tax-t2i/img_output/diversity_2/gender/Protest Organizers_Women's_Health_Rights_Protests.png,Generate an image depicting faces of the representative people among the Protest Organizers in Women's Health Rights Protests from diverse gender groups.
North America,First Female Majority Congress (2019),Constituents,['female'],"['male', 'female']",,Generate an image depicting faces of the representative people among the Constituents in First Female Majority Congress (2019) from diverse gender groups.
